season,team,espn_team_id,date,opponent,result,team_score,opp_score,is_win
2026,Queens NC,2511,"Thu, Jan 1",E Kentucky,W 91-89,91,89,True
2026,Queens NC,2511,"Sat, Jan 3",Bellarmine,W 98-76,98,76,True
2026,Queens NC,2511,"Thu, Jan 8",Jacksonville,W 77-51,77,51,True
2026,Queens NC,2511,"Sat, Jan 10",North Florida,W 89-82,89,82,True
2026,Queens NC,2511,"Thu, Jan 15",FGCU,W 85-74,85,74,True
2026,Queens NC,2511,"Sat, Jan 17",Stetson,W 87-81,87,81,True
2026,Queens NC,2511,"Wed, Jan 21",North Alabama,W 87-62,87,62,True
2026,Queens NC,2511,"Sat, Jan 24",West Georgia,L 74-66,74,66,False
2026,Queens NC,2511,"Wed, Jan 28",Cent Arkansas,L 100-90,100,90,False
2026,Queens NC,2511,"Sat, Jan 31",Bellarmine,L 78-75,78,75,False
2026,Queens NC,2511,"Thu, Feb 5",Jacksonville,W 93-84,93,84,True
2026,Queens NC,2511,"Sat, Feb 7",North Florida,W 91-72,91,72,True
2026,Queens NC,2511,"Wed, Feb 11",Austin Peay,L 95-87,95,87,False
2026,Queens NC,2511,"Sat, Feb 14",Lipscomb,W 87-81,87,81,True
2026,Queens NC,2511,"Wed, Feb 18",North Alabama,W 85-78,85,78,True
2026,Queens NC,2511,"Sat, Feb 21",West Georgia,W 91-84,91,84,True
2026,Queens NC,2511,"Wed, Feb 25",E Kentucky,W 96-79,96,79,True
2026,Queens NC,2511,"Sat, Feb 28",Cent Arkansas,L 84-79,84,79,False
2026,Queens NC,2511,"Fri, Mar 6",West Georgia,W 71-63,71,63,True
2026,Queens NC,2511,"Sat, Mar 7",Austin Peay,W 90-83,90,83,True
2026,Troy,2653,"Fri, Nov 7",Furman,W 64-61,64,61,True
2026,Troy,2653,"Tue, Nov 11",Pensacola Christian College,W 121-56,121,56,True
2026,Troy,2653,"Fri, Nov 14",Loy Marymount,L 74-63,74,63,False
2026,Troy,2653,"Sun, Nov 16",CS Northridge,L 94-85,94,85,False
2026,Troy,2653,"Mon, Nov 24",Toledo,L 75-68,75,68,False
2026,Troy,2653,"Wed, Nov 26",Saint Francis,W 74-64,74,64,True
2026,Troy,2653,"Sat, Dec 6",LaGrange,W 101-47,101,47,True
2026,Troy,2653,"Sun, Dec 14",UAB,W 86-85,86,85,True
2026,Troy,2653,"Sat, Dec 20",Marshall,W 70-63,70,63,True
2026,Troy,2653,"Wed, Dec 31",Texas St,W 100-80,100,80,True
2026,Troy,2653,"Sat, Jan 3",South Alabama,W 59-49,59,49,True
2026,Troy,2653,"Wed, Jan 7",Arkansas St,L 86-74,86,74,False
2026,Troy,2653,"Sat, Jan 10",Louisiana,W 90-70,90,70,True
2026,Troy,2653,"Wed, Jan 14",Southern Miss,W 91-65,91,65,True
2026,Troy,2653,"Sat, Jan 17",Arkansas St,W 99-74,99,74,True
2026,Troy,2653,"Sat, Jan 24",Ga Southern,W 83-78,83,78,True
2026,Troy,2653,"Thu, Jan 29",James Madison,L 73-64,73,64,False
2026,Troy,2653,"Sat, Jan 31",Appalachian St,L 66-44,66,44,False
2026,Troy,2653,"Wed, Feb 4",Georgia St,W 74-63,74,63,True
2026,Troy,2653,"Sat, Feb 7",Akron,W 79-69,79,69,True
2026,Troy,2653,"Wed, Feb 11",Texas St,L 74-62,74,62,False
2026,Troy,2653,"Sat, Feb 14",Southern Miss,L 69-65,69,65,False
2026,Troy,2653,"Wed, Feb 18",ULM,W 77-76,77,76,True
2026,Troy,2653,"Sat, Feb 21",South Alabama,L 65-54,65,54,False
2026,Troy,2653,"Tue, Feb 24",Louisiana,W 78-59,78,59,True
2026,Troy,2653,"Fri, Feb 27",ULM,W 80-65,80,65,True
2026,Troy,2653,"Sun, Mar 8",Southern Miss,W 78-70,78,70,True
2026,Troy,2653,"Mon, Mar 9",Ga Southern,W 77-61,77,61,True
2026,Furman,231,"Mon, Nov 3",High Point,L 97-71,97,71,False
2026,Furman,231,"Fri, Nov 7",Troy,L 64-61,64,61,False
2026,Furman,231,"Mon, Nov 10",Columbia International,W 89-59,89,59,True
2026,Furman,231,"Fri, Nov 14",Northern Iowa,L 70-54,70,54,False
2026,Furman,231,"Wed, Nov 19",Ohio Christian,W 79-44,79,44,True
2026,Furman,231,"Sun, Nov 23",Queens NC,W 90-79,90,79,True
2026,Furman,231,"Thu, Nov 27",Richmond,W 73-72,73,72,True
2026,Furman,231,"Fri, Nov 28",Illinois St,L 72-65,72,65,False
2026,Furman,231,"Wed, Dec 3",Elon,W 97-88,97,88,True
2026,Furman,231,"Sat, Dec 6",Harvard,W 79-69,79,69,True
2026,Furman,231,"Tue, Dec 9",Bob Jones,W 105-57,105,57,True
2026,Furman,231,"Thu, Dec 18",Manhattan,W 75-68,75,68,True
2026,Furman,231,"Sun, Dec 21",Charleston So,W 84-76,84,76,True
2026,Furman,231,"Wed, Dec 31",Mercer,W 74-72,74,72,True
2026,Furman,231,"Wed, Jan 7",Chattanooga,W 78-67,78,67,True
2026,Furman,231,"Sat, Jan 10",VMI,W 69-48,69,48,True
2026,Furman,231,"Wed, Jan 14",Samford,W 77-73,77,73,True
2026,Furman,231,"Sat, Jan 17",Wofford,L 74-70,74,70,False
2026,Furman,231,"Fri, Jan 23",UNC Greensboro,W 89-66,89,66,True
2026,Furman,231,"Thu, Jan 29",Samford,W 78-73,78,73,True
2026,Furman,231,"Sun, Feb 1",Chattanooga,W 75-70,75,70,True
2026,Furman,231,"Sun, Feb 8",UNC Greensboro,L 67-64,67,64,False
2026,Furman,231,"Wed, Feb 11",Mercer,L 69-64,69,64,False
2026,Furman,231,"Sat, Feb 14",VMI,W 90-72,90,72,True
2026,Furman,231,"Wed, Feb 18",ETSU,L 78-69,78,69,False
2026,Furman,231,"Sat, Feb 21",Wofford,W 76-67,76,67,True
2026,Furman,231,"Wed, Feb 25",Citadel,W 72-51,72,51,True
2026,Furman,231,"Sat, Feb 28",W Carolina,L 86-67,86,67,False
2026,Furman,231,"Sat, Mar 7",Samford,W 86-81,86,81,True
2026,Furman,231,"Sun, Mar 8",UNC Greensboro,W 81-75,81,75,True
2026,Furman,231,"Mon, Mar 9",ETSU,W 76-61,76,61,True
2026,Kennesaw,338,"Mon, Nov 3",Paine,W 105-29,105,29,True
2026,Kennesaw,338,"Sat, Nov 8",Florida A&M,W 92-72,92,72,True
2026,Kennesaw,338,"Wed, Nov 12",Point University,W 111-60,111,60,True
2026,Kennesaw,338,"Sun, Nov 16",South Florida,L 108-89,108,89,False
2026,Kennesaw,338,"Tue, Nov 25",Oral Roberts,L 91-83,91,83,False
2026,Kennesaw,338,"Tue, Dec 2",Jackson St,W 88-73,88,73,True
2026,Kennesaw,338,"Sat, Dec 6",Georgia St,W 92-69,92,69,True
2026,Kennesaw,338,"Mon, Dec 8",Southern Wesleyan,W 121-66,121,66,True
2026,Kennesaw,338,"Wed, Dec 17",MTSU,L 68-67,68,67,False
2026,Kennesaw,338,"Sun, Dec 21",Alabama,L 92-81,92,81,False
2026,Kennesaw,338,"Fri, Jan 2",Liberty,L 81-73,81,73,False
2026,Kennesaw,338,"Sun, Jan 4",Delaware,L 67-52,67,52,False
2026,Kennesaw,338,"Wed, Jan 7",Missouri St,W 90-80,90,80,True
2026,Kennesaw,338,"Sat, Jan 10",Jacksonville St,W 88-82,88,82,True
2026,Kennesaw,338,"Wed, Jan 14",Florida Intl,W 89-86,89,86,True
2026,Kennesaw,338,"Sat, Jan 17",WKU,W 81-65,81,65,True
2026,Kennesaw,338,"Wed, Jan 21",Sam Houston St,L 93-87,93,87,False
2026,Kennesaw,338,"Fri, Jan 23",Louisiana Tech,L 82-76,82,76,False
2026,Kennesaw,338,"Wed, Jan 28",WKU,W 72-69,72,69,True
2026,Kennesaw,338,"Sat, Jan 31",New Mexico St,W 76-53,76,53,True
2026,Kennesaw,338,"Sat, Feb 7",Jacksonville St,L 77-58,77,58,False
2026,Kennesaw,338,"Thu, Feb 12",MTSU,L 90-87,90,87,False
2026,Kennesaw,338,"Sat, Feb 14",Sam Houston St,L 83-79,83,79,False
2026,Kennesaw,338,"Wed, Feb 18",Missouri St,W 91-87,91,87,True
2026,Kennesaw,338,"Sat, Feb 21",Louisiana Tech,W 58-55,58,55,True
2026,Kennesaw,338,"Thu, Feb 26",Liberty,W 74-65,74,65,True
2026,Kennesaw,338,"Sat, Feb 28",Delaware,W 90-82,90,82,True
2026,Kennesaw,338,"Thu, Mar 5",UTEP,L 78-71,78,71,False
2026,Kennesaw,338,"Sat, Mar 7",New Mexico St,L 79-76,79,76,False
2026,Kennesaw,338,"Thu, Mar 12",WKU,W 96-87,96,87,True
2026,Kennesaw,338,"Fri, Mar 13",Sam Houston St,W 79-73,79,73,True
2026,Kennesaw,338,"Sat, Mar 14",Louisiana Tech,W 71-60,71,60,True
2026,Wright St,2750,"Mon, Nov 3",Franklin,W 86-37,86,37,True
2026,Wright St,2750,"Thu, Nov 6",California,L 77-67,77,67,False
2026,Wright St,2750,"Tue, Nov 11",Toledo,L 81-71,81,71,False
2026,Wright St,2750,"Sat, Nov 15",Radford,W 92-59,92,59,True
2026,Wright St,2750,"Thu, Nov 20",Ohio Wesleyan,W 100-47,100,47,True
2026,Wright St,2750,"Tue, Nov 25",Stetson,W 79-62,79,62,True
2026,Wright St,2750,"Fri, Nov 28",Butler,L 94-69,94,69,False
2026,Wright St,2750,"Wed, Dec 3",Youngstown St,L 69-68,69,68,False
2026,Wright St,2750,"Sun, Dec 7",WI Green Bay,W 86-58,86,58,True
2026,Wright St,2750,"Sat, Dec 13",Marshall,L 76-74,76,74,False
2026,Wright St,2750,"Tue, Dec 16",Miami OH,L 83-76,83,76,False
2026,Wright St,2750,"Mon, Dec 22",E Michigan,W 70-64,70,64,True
2026,Wright St,2750,"Mon, Dec 29",Oakland,W 88-73,88,73,True
2026,Wright St,2750,"Thu, Jan 1",WI Milwaukee,W 76-70,76,70,True
2026,Wright St,2750,"Sun, Jan 4",IUPUI,W 81-77,81,77,True
2026,Wright St,2750,"Fri, Jan 9",Detroit,W 84-82,84,82,True
2026,Wright St,2750,"Sun, Jan 11",Oakland,W 94-84,94,84,True
2026,Wright St,2750,"Thu, Jan 15",Youngstown St,W 93-83,93,83,True
2026,Wright St,2750,"Wed, Jan 21",Cleveland St,L 85-79,85,79,False
2026,Wright St,2750,"Sat, Jan 24",N Kentucky,W 88-80,88,80,True
2026,Wright St,2750,"Fri, Jan 30",WI Milwaukee,W 76-69,76,69,True
2026,Wright St,2750,"Sun, Feb 1",WI Green Bay,W 83-75,83,75,True
2026,Wright St,2750,"Wed, Feb 4",Robert Morris,L 72-66,72,66,False
2026,Wright St,2750,"Sat, Feb 7",PFW,W 73-68,73,68,True
2026,Wright St,2750,"Thu, Feb 12",Detroit,L 77-74,77,74,False
2026,Wright St,2750,"Sun, Feb 15",Cleveland St,W 102-90,102,90,True
2026,Wright St,2750,"Thu, Feb 19",IUPUI,W 85-73,85,73,True
2026,Wright St,2750,"Sun, Feb 22",Robert Morris,L 81-68,81,68,False
2026,Wright St,2750,"Wed, Feb 25",PFW,W 74-70,74,70,True
2026,Wright St,2750,"Sat, Feb 28",N Kentucky,W 92-91,92,91,True
2026,Wright St,2750,"Wed, Mar 4",Cleveland St,W 90-61,90,61,True
2026,Wright St,2750,"Mon, Mar 9",N Kentucky,W 103-90,103,90,True
2026,Wright St,2750,"Tue, Mar 10",Detroit,W 66-63,66,63,True
2026,Tennessee St,2634,"Mon, Nov 3",Fisk,W 101-50,101,50,True
2026,Tennessee St,2634,"Sat, Nov 8",Belmont,L 87-79,87,79,False
2026,Tennessee St,2634,"Tue, Nov 11",Oakwood,W 114-76,114,76,True
2026,Tennessee St,2634,"Sun, Nov 16",WKU,L 95-82,95,82,False
2026,Tennessee St,2634,"Thu, Nov 20",Tennessee,L 89-60,89,60,False
2026,Tennessee St,2634,"Tue, Nov 25",UNC Asheville,W 75-73,75,73,True
2026,Tennessee St,2634,"Sat, Nov 29",Tennessee Wesleyan,W 98-77,98,77,True
2026,Tennessee St,2634,"Sun, Nov 30",Chattanooga,W 70-64,70,64,True
2026,Tennessee St,2634,"Wed, Dec 3",Alabama A&M,L 80-53,80,53,False
2026,Tennessee St,2634,"Sat, Dec 13",UNLV,W 63-60,63,60,True
2026,Tennessee St,2634,"Thu, Dec 18",TN Martin,W 78-71,78,71,True
2026,Tennessee St,2634,"Sat, Dec 20",SE Missouri St,L 91-82,91,82,False
2026,Tennessee St,2634,"Tue, Dec 30",Tennessee Tech,W 88-76,88,76,True
2026,Tennessee St,2634,"Sat, Jan 3",Ark Little Rock,W 84-79,84,79,True
2026,Tennessee St,2634,"Thu, Jan 8",W Illinois,W 90-68,90,68,True
2026,Tennessee St,2634,"Sat, Jan 10",E Illinois,L 74-70,74,70,False
2026,Tennessee St,2634,"Sat, Jan 17",Southern Indiana,W 73-67,73,67,True
2026,Tennessee St,2634,"Thu, Jan 22",SIUE,L 74-66,74,66,False
2026,Tennessee St,2634,"Sat, Jan 24",Lindenwood,W 96-86,96,86,True
2026,Tennessee St,2634,"Thu, Jan 29",Ark Little Rock,W 70-63,70,63,True
2026,Tennessee St,2634,"Mon, Feb 2",Tennessee Tech,L 90-85,90,85,False
2026,Tennessee St,2634,"Thu, Feb 5",E Illinois,W 77-68,77,68,True
2026,Tennessee St,2634,"Sat, Feb 7",W Illinois,W 83-56,83,56,True
2026,Tennessee St,2634,"Thu, Feb 12",Southern Indiana,W 73-71,73,71,True
2026,Tennessee St,2634,"Sat, Feb 14",Morehead St,L 94-86,94,86,False
2026,Tennessee St,2634,"Thu, Feb 19",Lindenwood,W 89-80,89,80,True
2026,Tennessee St,2634,"Sat, Feb 21",SIUE,W 80-53,80,53,True
2026,Tennessee St,2634,"Thu, Feb 26",SE Missouri St,W 79-71,79,71,True
2026,Tennessee St,2634,"Sat, Feb 28",TN Martin,W 67-42,67,42,True
2026,Tennessee St,2634,"Fri, Mar 6",TN Martin,W 68-55,68,55,True
2026,Tennessee St,2634,"Sat, Mar 7",Morehead St,W 93-67,93,67,True
2026,Penn,219,"Fri, Nov 7",Rowan,W 119-72,119,72,True
2026,Penn,219,"Sun, Nov 9",American Univ,L 84-78,84,78,False
2026,Penn,219,"Tue, Nov 11",Providence,L 106-81,106,81,False
2026,Penn,219,"Mon, Nov 17",St Joseph's PA,W 83-74,83,74,True
2026,Penn,219,"Fri, Nov 21",Drexel,W 84-68,84,68,True
2026,Penn,219,"Fri, Nov 28",Merrimack,W 77-65,77,65,True
2026,Penn,219,"Sat, Nov 29",La Salle,W 73-71,73,71,True
2026,Penn,219,"Sun, Nov 30",Hofstra,L 77-60,77,60,False
2026,Penn,219,"Sat, Dec 6",Villanova,L 90-63,90,63,False
2026,Penn,219,"Mon, Dec 8",Lafayette,W 74-72,74,72,True
2026,Penn,219,"Sat, Dec 20",Rutgers,L 70-69,70,69,False
2026,Penn,219,"Sun, Dec 28",George Mason,L 83-79,83,79,False
2026,Penn,219,"Wed, Dec 31",NJIT,W 80-61,80,61,True
2026,Penn,219,"Mon, Jan 5",Princeton,L 78-76,78,76,False
2026,Penn,219,"Sat, Jan 10",Brown,W 81-73,81,73,True
2026,Penn,219,"Sat, Jan 17",Dartmouth,W 84-74,84,74,True
2026,Penn,219,"Mon, Jan 19",Harvard,L 64-63,64,63,False
2026,Penn,219,"Sat, Jan 24",Yale,L 77-60,77,60,False
2026,Penn,219,"Fri, Jan 30",Columbia,L 72-67,72,67,False
2026,Penn,219,"Sat, Jan 31",Cornell,W 91-81,91,81,True
2026,Penn,219,"Sat, Feb 7",Princeton,W 61-60,61,60,True
2026,Penn,219,"Fri, Feb 13",Columbia,W 76-67,76,67,True
2026,Penn,219,"Sat, Feb 14",Cornell,W 82-76,82,76,True
2026,Penn,219,"Sat, Feb 21",Yale,L 74-70,74,70,False
2026,Penn,219,"Fri, Feb 27",Dartmouth,W 80-71,80,71,True
2026,Penn,219,"Sat, Feb 28",Harvard,W 64-61,64,61,True
2026,Penn,219,"Fri, Mar 6",Brown,W 82-61,82,61,True
2026,Siena,2561,"Mon, Nov 3",Bryant,W 82-66,82,66,True
2026,Siena,2561,"Fri, Nov 7",Brown,W 62-46,62,46,True
2026,Siena,2561,"Wed, Nov 12",St Bonaventure,L 75-66,75,66,False
2026,Siena,2561,"Mon, Nov 17",Colgate,L 72-69,72,69,False
2026,Siena,2561,"Fri, Nov 21",SUNY Albany,W 73-63,73,63,True
2026,Siena,2561,"Mon, Nov 24",Holy Cross,W 73-69,73,69,True
2026,Siena,2561,"Fri, Nov 28",Longwood,W 70-63,70,63,True
2026,Siena,2561,"Sat, Nov 29",American Univ,W 59-55,59,55,True
2026,Siena,2561,"Sun, Nov 30",Maine,W 64-60,64,60,True
2026,Siena,2561,"Fri, Dec 5",Niagara,W 83-54,83,54,True
2026,Siena,2561,"Sun, Dec 7",Canisius,W 74-52,74,52,True
2026,Siena,2561,"Wed, Dec 17",Vermont,L 83-69,83,69,False
2026,Siena,2561,"Mon, Dec 22",Indiana,L 81-60,81,60,False
2026,Siena,2561,"Fri, Jan 2",Iona,L 75-72,75,72,False
2026,Siena,2561,"Sun, Jan 4",Rider,W 74-65,74,65,True
2026,Siena,2561,"Fri, Jan 9",Merrimack,L 63-59,63,59,False
2026,Siena,2561,"Sun, Jan 11",Mt St Mary's,W 67-50,67,50,True
2026,Siena,2561,"Wed, Jan 14",Sacred Heart,L 86-80,86,80,False
2026,Siena,2561,"Sat, Jan 17",Manhattan,W 74-59,74,59,True
2026,Siena,2561,"Mon, Jan 19",Fairfield,W 85-77,85,77,True
2026,Siena,2561,"Thu, Jan 22",Marist,W 69-50,69,50,True
2026,Siena,2561,"Fri, Jan 30",Niagara,W 82-79,82,79,True
2026,Siena,2561,"Sun, Feb 1",Canisius,W 78-63,78,63,True
2026,Siena,2561,"Thu, Feb 5",Iona,W 79-72,79,72,True
2026,Siena,2561,"Sat, Feb 7",St Peter's,L 70-65,70,65,False
2026,Siena,2561,"Fri, Feb 13",Quinnipiac,L 74-62,74,62,False
2026,Siena,2561,"Sun, Feb 15",Marist,W 67-63,67,63,True
2026,Siena,2561,"Sun, Feb 22",St Peter's,W 72-63,72,63,True
2026,Siena,2561,"Fri, Feb 27",Fairfield,L 72-58,72,58,False
2026,Siena,2561,"Sun, Mar 1",Rider,W 76-61,76,61,True
2026,Siena,2561,"Sat, Mar 7",Mt St Mary's,W 63-58,63,58,True
2026,Siena,2561,"Sun, Mar 8",Fairfield,W 76-61,76,61,True
2026,Siena,2561,"Tue, Mar 10",Merrimack,W 64-54,64,54,True
2026,UMBC,2378,"Tue, Nov 4",Penn State-York,W 74-53,74,53,True
2026,UMBC,2378,"Sat, Nov 8",Dayton,L 77-71,77,71,False
2026,UMBC,2378,"Tue, Nov 11",Morgan St,W 81-79,81,79,True
2026,UMBC,2378,"Wed, Nov 19",G Washington,L 89-52,89,52,False
2026,UMBC,2378,"Mon, Nov 24",Notre Dame (MD),W 102-52,102,52,True
2026,UMBC,2378,"Sat, Nov 29",Delaware St,W 71-57,71,57,True
2026,UMBC,2378,"Wed, Dec 3",Georgetown,L 90-81,90,81,False
2026,UMBC,2378,"Sat, Dec 6",Bucknell,W 73-66,73,66,True
2026,UMBC,2378,"Tue, Dec 9",Buffalo,L 83-79,83,79,False
2026,UMBC,2378,"Fri, Dec 12",Army,L 63-60,63,60,False
2026,UMBC,2378,"Sun, Dec 21",South Florida,L 94-69,94,69,False
2026,UMBC,2378,"Mon, Dec 29",Coppin St,W 93-59,93,59,True
2026,UMBC,2378,"Thu, Jan 8",Maine,W 69-62,69,62,True
2026,UMBC,2378,"Sat, Jan 10",New Hampshire,W 75-74,75,74,True
2026,UMBC,2378,"Mon, Jan 19",Binghamton,W 78-60,78,60,True
2026,UMBC,2378,"Thu, Jan 22",NJIT,W 87-74,87,74,True
2026,UMBC,2378,"Sat, Jan 24",MA Lowell,W 79-56,79,56,True
2026,UMBC,2378,"Thu, Jan 29",Vermont,L 64-55,64,55,False
2026,UMBC,2378,"Sat, Jan 31",SUNY Albany,W 68-65,68,65,True
2026,UMBC,2378,"Thu, Feb 5",Binghamton,W 79-62,79,62,True
2026,UMBC,2378,"Thu, Feb 12",Maine,W 78-62,78,62,True
2026,UMBC,2378,"Sat, Feb 14",New Hampshire,W 85-63,85,63,True
2026,UMBC,2378,"Thu, Feb 19",Vermont,W 75-62,75,62,True
2026,UMBC,2378,"Sat, Feb 21",SUNY Albany,W 66-62,66,62,True
2026,UMBC,2378,"Thu, Feb 26",Bryant,W 70-58,70,58,True
2026,UMBC,2378,"Sat, Feb 28",MA Lowell,W 84-60,84,60,True
2026,UMBC,2378,"Tue, Mar 3",NJIT,W 91-52,91,52,True
2026,UMBC,2378,"Sat, Mar 7",New Hampshire,W 84-69,84,69,True
2026,UMBC,2378,"Tue, Mar 10",MA Lowell,W 91-69,91,69,True
2026,UMBC,2378,"Sat, Mar 14",Vermont,W 74-59,74,59,True
2026,Prairie View,2507,"Mon, Nov 3",Holy Cross,W 89-79,89,79,True
2026,Prairie View,2507,"Tue, Nov 11",Penn,W 106-81,106,81,True
2026,Prairie View,2507,"Fri, Nov 14",Colorado,L 97-88,97,88,False
2026,Prairie View,2507,"Tue, Nov 18",New Hampshire,W 98-66,98,66,True
2026,Prairie View,2507,"Sat, Nov 22",Penn St,W 77-65,77,65,True
2026,Prairie View,2507,"Thu, Nov 27",Wisconsin,L 104-83,104,83,False
2026,Prairie View,2507,"Fri, Nov 28",Florida,L 90-78,90,78,False
2026,Prairie View,2507,"Tue, Dec 2",F Dickinson,W 94-64,94,64,True
2026,Prairie View,2507,"Sat, Dec 6",Rhode Island,W 90-71,90,71,True
2026,Prairie View,2507,"Tue, Dec 9",Brown,W 86-79,86,79,True
2026,Prairie View,2507,"Fri, Dec 19",Seton Hall,L 72-67,72,67,False
2026,Prairie View,2507,"Sat, Jan 3",St John's,W 77-71,77,71,True
2026,Prairie View,2507,"Sat, Jan 10",Xavier,L 97-84,97,84,False
2026,Prairie View,2507,"Tue, Jan 13",Villanova,L 88-82,88,82,False
2026,Prairie View,2507,"Fri, Jan 16",Creighton,W 93-88,93,88,True
2026,Prairie View,2507,"Sat, Jan 24",Georgetown,L 81-78,81,78,False
2026,Prairie View,2507,"Tue, Jan 27",Connecticut,L 87-81,87,81,False
2026,Prairie View,2507,"Fri, Jan 30",Villanova,L 87-73,87,73,False
2026,Prairie View,2507,"Sat, Feb 7",DePaul,W 90-72,90,72,True
2026,Prairie View,2507,"Wed, Feb 11",Seton Hall,L 87-80,87,80,False
2026,Prairie View,2507,"Sat, Feb 14",St John's,L 79-69,79,69,False
2026,Prairie View,2507,"Sat, Feb 21",DePaul,W 71-68,71,68,True
2026,Prairie View,2507,"Wed, Feb 25",Xavier,W 94-84,94,84,True
2026,Prairie View,2507,"Sat, Feb 28",Creighton,W 79-76,79,76,True
2026,Prairie View,2507,"Wed, Mar 4",Marquette,L 78-56,78,56,False
2026,Prairie View,2507,"Sat, Mar 7",Georgetown,L 80-79,80,79,False
2026,Prairie View,2507,"Wed, Mar 11",Butler,W 91-81,91,81,True
2026,Prairie View,2507,"Thu, Mar 12",St John's,L 85-72,85,72,False
2026,LIU Brooklyn,2358,"Sun, Nov 9",Louisiana Tech,L 93-35,93,35,False
2026,Howard,47,"Mon, Nov 3",Missouri,L 88-67,88,67,False
2026,Howard,47,"Thu, Nov 6",District Of Columbia,W 103-71,103,71,True
2026,Howard,47,"Sun, Nov 9",Grambling,L 73-70,73,70,False
2026,Howard,47,"Thu, Nov 13",Alcorn St,W 72-64,72,64,True
2026,Howard,47,"Wed, Nov 19",Stetson,L 64-60,64,60,False
2026,Howard,47,"Sat, Nov 22",Niagara,W 80-70,80,70,True
2026,Howard,47,"Sun, Nov 23",Duke,L 93-56,93,56,False
2026,Howard,47,"Wed, Nov 26",St. Mary's (MD),W 115-61,115,61,True
2026,Howard,47,"Sat, Nov 29",Mt St Mary's,L 79-75,79,75,False
2026,Howard,47,"Sat, Dec 6",Bowie State,W 85-69,85,69,True
2026,Howard,47,"Tue, Dec 9",NC A&T,W 73-69,73,69,True
2026,Howard,47,"Sat, Dec 13",Hampton,W 61-57,61,57,True
2026,Howard,47,"Tue, Dec 16",Drexel,W 74-66,74,66,True
2026,Howard,47,"Sat, Dec 20",UNC Wilmington,W 67-66,67,66,True
2026,Howard,47,"Tue, Dec 30",Northwestern,L 80-60,80,60,False
2026,Howard,47,"Sat, Jan 3",S Carolina St,L 58-57,58,57,False
2026,Howard,47,"Sat, Jan 10",MD E Shore,L 69-57,69,57,False
2026,Howard,47,"Mon, Jan 12",Delaware St,W 84-58,84,58,True
2026,Howard,47,"Sat, Jan 17",NC Central,W 83-69,83,69,True
2026,Howard,47,"Mon, Jan 19",Morehouse,W 78-69,78,69,True
2026,Howard,47,"Sat, Jan 24",Morgan St,L 78-77,78,77,False
2026,Howard,47,"Sat, Jan 31",Norfolk St,W 88-60,88,60,True
2026,Howard,47,"Mon, Feb 2",Coppin St,W 72-53,72,53,True
2026,Howard,47,"Sat, Feb 7",S Carolina St,W 85-57,85,57,True
2026,Howard,47,"Sat, Feb 14",MD E Shore,W 79-53,79,53,True
2026,Howard,47,"Mon, Feb 16",Delaware St,W 91-59,91,59,True
2026,Howard,47,"Sat, Feb 21",NC Central,W 100-67,100,67,True
2026,Howard,47,"Sat, Feb 28",Morgan St,W 84-59,84,59,True
2026,Howard,47,"Mon, Mar 2",Coppin St,W 90-70,90,70,True
2026,Howard,47,"Thu, Mar 5",Norfolk St,W 84-76,84,76,True
2026,Howard,47,"Fri, Mar 13",S Carolina St,W 78-61,78,61,True
2026,Howard,47,"Sat, Mar 14",NC Central,W 70-63,70,63,True
2026,Lehigh,2329,"Mon, Nov 3",Houston,L 75-57,75,57,False
2026,Lehigh,2329,"Thu, Nov 6",Valley Forge,W 91-52,91,52,True
2026,Lehigh,2329,"Sun, Nov 9",West Virginia,L 69-47,69,47,False
2026,Lehigh,2329,"Fri, Nov 14",Rutgers,L 84-72,84,72,False
2026,Lehigh,2329,"Tue, Nov 18",Saint Francis,W 79-62,79,62,True
2026,Lehigh,2329,"Fri, Nov 21",Columbia,L 82-67,82,67,False
2026,Lehigh,2329,"Tue, Nov 25",Marist,L 78-55,78,55,False
2026,Lehigh,2329,"Fri, Nov 28",UC Santa Barbara,L 72-70,72,70,False
2026,Lehigh,2329,"Sat, Dec 6",LIU Brooklyn,L 87-82,87,82,False
2026,Lehigh,2329,"Thu, Dec 18",Penn State Hazleton,W 83-74,83,74,True
2026,Lehigh,2329,"Sun, Dec 21",Monmouth NJ,L 76-62,76,62,False
2026,Lehigh,2329,"Sat, Jan 3",Bucknell,L 72-65,72,65,False
2026,Lehigh,2329,"Wed, Jan 7",Holy Cross,W 66-58,66,58,True
2026,Lehigh,2329,"Sat, Jan 10",Colgate,W 78-77,78,77,True
2026,Lehigh,2329,"Mon, Jan 19",Loyola MD,W 88-81,88,81,True
2026,Lehigh,2329,"Sat, Jan 24",Lafayette,W 64-59,64,59,True
2026,Lehigh,2329,"Wed, Jan 28",Army,L 67-64,67,64,False
2026,Lehigh,2329,"Sat, Feb 7",Holy Cross,L 76-67,76,67,False
2026,Lehigh,2329,"Wed, Feb 11",American Univ,W 90-82,90,82,True
2026,Lehigh,2329,"Sat, Feb 14",Lafayette,W 78-69,78,69,True
2026,Lehigh,2329,"Wed, Feb 18",Navy,L 72-49,72,49,False
2026,Lehigh,2329,"Sun, Feb 22",Boston Univ,W 70-67,70,67,True
2026,Lehigh,2329,"Wed, Feb 25",American Univ,W 78-73,78,73,True
2026,Lehigh,2329,"Sat, Feb 28",Bucknell,W 89-79,89,79,True
